PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
9.0,30.0,5.0,19.0,500.0,54.0,-6.1,1034.9,-24.9,0.0,6,4.0
8.0,25.0,4.0,15.0,500.0,60.0,-4.5,1034.6,-24.1,0.0,7,3.9
11.0,37.0,5.0,11.0,500.0,65.0,-3.4,1034.7,-23.8,0.0,6,3.6
8.0,24.0,3.0,10.0,500.0,69.0,-2.4,1033.5,-23.6,0.0,7,4.8
7.0,17.0,2.0,10.0,500.0,71.0,-0.6,1032.5,-22.7,0.0,3,3.1
8.0,18.0,3.0,8.0,400.0,74.0,0.2,1031.9,-22.7,0.0,7,3.9
12.0,20.0,4.0,11.0,400.0,74.0,1.0,1031.3,-22.1,0.0,7,2.9
9.0,16.0,5.0,11.0,400.0,75.0,1.2,1031.1,-21.9,0.0,7,3.7
10.0,17.0,5.0,13.0,400.0,74.0,0.8,1030.9,-21.6,0.0,14,3.8
9.0,25.0,7.0,19.0,500.0,67.0,0.1,1031.4,-20.9,0.0,14,2.2
13.0,29.0,12.0,38.0,700.0,48.0,-0.3,1031.9,-20.0,0.0,14,2.3
17.0,40.0,14.0,40.0,700.0,46.0,-2.0,1032.4,-18.6,0.0,4,0.9
19.0,36.0,18.0,35.0,800.0,50.0,-1.5,1033.1,-19.5,0.0,3,2.2
12.0,29.0,11.0,44.0,600.0,40.0,-3.6,1033.4,-18.7,0.0,0,1.4
15.0,30.0,23.0,36.0,800.0,46.0,-2.8,1033.6,-18.8,0.0,3,1.7
17.0,32.0,15.0,40.0,800.0,41.0,-2.7,1033.6,-19.2,0.0,6,2.1
18.0,25.0,13.0,30.0,700.0,48.0,-2.8,1033.2,-18.8,0.0,7,1.7
18.0,30.0,11.0,36.0,800.0,40.0,-3.3,1033.0,-18.8,0.0,3,1.6
18.0,26.0,11.0,31.0,700.0,41.0,-3.8,1032.7,-18.5,0.0,3,1.4
11.0,18.0,8.0,27.0,600.0,41.0,-5.3,1032.3,-18.7,0.0,1,1.1
12.0,20.0,9.0,28.0,600.0,43.0,-7.3,1032.2,-18.9,0.0,2,1.2
12.0,22.0,12.0,32.0,700.0,39.0,-7.9,1032.0,-18.9,0.0,5,0.6
13.0,22.0,16.0,31.0,700.0,42.0,-6.6,1032.3,-19.9,0.0,4,1.4
13.0,35.0,19.0,56.0,1000.0,22.0,-7.6,1032.9,-18.9,0.0,1,0.9
25.0,48.0,19.0,69.0,1500.0,15.0,-3.6,1033.0,-18.3,0.0,4,2.2
29.0,45.0,15.0,55.0,1300.0,29.0,-2.5,1032.9,-19.0,0.0,4,1.8
9.0,22.0,5.0,13.0,500.0,67.0,0.4,1032.7,-20.0,0.0,6,4.0
6.0,25.0,5.0,11.0,600.0,72.0,0.9,1032.1,-20.2,0.0,6,4.0
9.0,23.0,6.0,12.0,700.0,74.0,2.1,1031.1,-20.5,0.0,6,4.2
8.0,18.0,5.0,10.0,500.0,77.0,3.0,1030.4,-20.4,0.0,7,4.0
9.0,20.0,6.0,12.0,400.0,78.0,3.6,1030.1,-20.0,0.0,7,3.7
11.0,22.0,6.0,11.0,400.0,80.0,3.2,1029.6,-20.3,0.0,7,4.2
9.0,33.0,8.0,15.0,400.0,77.0,2.5,1029.3,-19.5,0.0,14,3.8
11.0,27.0,10.0,23.0,500.0,70.0,1.9,1029.8,-19.4,0.0,7,2.9
14.0,30.0,11.0,30.0,600.0,62.0,1.4,1030.2,-19.2,0.0,7,2.2
17.0,31.0,14.0,39.0,700.0,52.0,0.8,1030.6,-19.1,0.0,7,2.8
15.0,29.0,14.0,36.0,600.0,53.0,0.1,1031.0,-18.6,0.0,6,1.7
14.0,19.0,14.0,31.0,600.0,56.0,-0.6,1030.5,-18.2,0.0,3,2.0
10.0,12.0,10.0,25.0,500.0,62.0,-1.0,1030.0,-18.1,0.0,3,1.2
11.0,14.0,13.0,22.0,500.0,64.0,-1.4,1030.4,-18.9,0.0,4,1.4
14.0,18.0,13.0,24.0,600.0,59.0,-1.5,1030.1,-18.1,0.0,4,1.3
16.0,22.0,13.0,26.0,600.0,54.0,-4.1,1030.3,-18.0,0.0,0,1.2
17.0,20.0,16.0,32.0,700.0,48.0,-4.2,1029.7,-18.1,0.0,1,1.4
27.0,27.0,15.0,43.0,1000.0,38.0,-4.7,1029.1,-18.6,0.0,4,1.4
20.0,20.0,10.0,33.0,900.0,47.0,-6.1,1028.8,-18.8,0.0,4,0.9
14.0,14.0,9.0,33.0,800.0,47.0,-6.3,1028.4,-19.0,0.0,4,1.3
11.0,12.0,8.0,40.0,800.0,41.0,-6.5,1028.5,-19.1,0.0,5,1.2
13.0,18.0,8.0,51.0,800.0,32.0,-6.0,1028.7,-18.7,0.0,4,1.0
13.0,21.0,10.0,47.0,900.0,38.0,-3.2,1028.9,-18.4,0.0,5,1.2
20.0,27.0,11.0,39.0,900.0,46.0,-1.4,1028.3,-18.5,0.0,1,2.4
24.0,34.0,11.0,35.0,900.0,52.0,0.5,1027.7,-18.8,0.0,1,2.1
26.0,30.0,11.0,29.0,800.0,60.0,1.6,1026.8,-19.6,0.0,4,1.8
24.0,24.0,13.0,25.0,700.0,65.0,3.0,1025.6,-19.7,0.0,14,3.0
21.0,21.0,13.0,23.0,700.0,68.0,4.3,1024.3,-19.4,0.0,7,1.7
16.0,16.0,12.0,19.0,500.0,72.0,5.2,1023.7,-19.4,0.0,12,1.5
13.0,13.0,10.0,16.0,400.0,77.0,5.0,1023.5,-21.2,0.0,7,2.6
12.0,18.0,13.0,22.0,500.0,72.0,4.4,1023.5,-20.9,0.0,14,2.2
22.0,49.0,20.0,70.0,900.0,32.0,1.8,1023.6,-20.7,0.0,15,1.0
50.0,67.0,37.0,99.0,1500.0,19.0,0.7,1023.9,-17.6,0.0,13,1.7
60.0,79.0,42.0,111.0,1700.0,9.0,-0.9,1024.3,-17.2,0.0,13,1.6
65.0,91.0,38.0,118.0,2400.0,6.0,-2.6,1024.8,-16.7,0.0,14,0.7
53.0,55.0,33.0,103.0,1800.0,8.0,-3.9,1024.6,-15.9,0.0,13,0.8
32.0,32.0,25.0,76.0,1100.0,20.0,-3.9,1024.3,-16.8,0.0,14,0.9
26.0,32.0,24.0,70.0,1000.0,22.0,-1.7,1024.4,-18.7,0.0,5,1.1
30.0,32.0,24.0,76.0,1200.0,16.0,-5.0,1024.2,-17.2,0.0,4,0.9
37.0,37.0,17.0,56.0,1000.0,29.0,-4.3,1024.2,-18.2,0.0,4,1.1
33.0,33.0,15.0,41.0,800.0,41.0,-5.1,1024.0,-18.2,0.0,1,0.3
29.0,29.0,12.0,41.0,900.0,41.0,-4.8,1023.6,-18.0,0.0,5,1.4
21.0,21.0,9.0,31.0,800.0,48.0,-6.4,1023.6,-18.1,0.0,1,0.7
19.0,19.0,8.0,38.0,800.0,41.0,-8.2,1023.4,-17.5,0.0,2,0.7
23.0,27.0,11.0,67.0,1100.0,13.0,-8.1,1023.8,-17.2,0.0,0,1.2
24.0,30.0,11.0,71.0,1100.0,7.0,-6.3,1024.3,-16.3,0.0,5,0.6
23.0,35.0,15.0,69.0,1300.0,12.0,-2.7,1024.9,-16.4,0.0,12,0.7
31.0,34.0,24.0,62.0,1400.0,22.0,-0.1,1025.0,-16.9,0.0,0,0.9
35.0,45.0,27.0,60.0,1400.0,26.0,1.3,1024.9,-17.1,0.0,14,1.5
51.0,58.0,41.0,61.0,1700.0,32.0,2.0,1024.2,-17.0,0.0,10,0.7
60.0,61.0,44.0,59.0,1700.0,39.0,3.3,1023.1,-17.6,0.0,14,1.5
60.0,64.0,41.0,60.0,1700.0,43.0,5.0,1022.1,-18.1,0.0,9,0.9
56.0,60.0,36.0,57.0,1500.0,48.0,6.8,1021.6,-18.1,0.0,12,0.8
41.0,41.0,29.0,47.0,1100.0,55.0,7.0,1021.7,-19.6,0.0,13,2.4
23.0,23.0,19.0,28.0,600.0,74.0,6.3,1022.0,-19.3,0.0,15,1.4
22.0,33.0,18.0,45.0,700.0,56.0,3.9,1022.8,-18.3,0.0,15,1.6
37.0,75.0,23.0,97.0,1400.0,10.0,0.6,1023.9,-16.7,0.0,14,1.2
39.0,49.0,28.0,77.0,1200.0,27.0,-0.5,1024.9,-16.8,0.0,1,1.2
45.0,63.0,41.0,58.0,1200.0,38.0,-2.4,1025.5,-15.8,0.0,14,0.6
32.0,45.0,24.0,45.0,900.0,48.0,2.8,1026.3,-18.6,0.0,3,1.8
18.0,32.0,17.0,29.0,600.0,61.0,0.9,1026.5,-18.0,0.0,1,2.2
17.0,29.0,15.0,22.0,600.0,66.0,0.3,1027.0,-19.0,0.0,5,1.1
12.0,18.0,12.0,16.0,500.0,71.0,-0.7,1026.9,-18.3,0.0,2,1.2
10.0,10.0,11.0,15.0,500.0,71.0,-0.6,1026.7,-18.2,0.0,4,1.4
13.0,21.0,13.0,24.0,600.0,60.0,-1.6,1027.1,-18.2,0.0,0,1.3
8.0,23.0,14.0,16.0,500.0,65.0,-1.6,1027.1,-18.6,0.0,4,1.3
13.0,24.0,14.0,14.0,500.0,65.0,-1.2,1027.3,-19.2,0.0,5,2.5
9.0,20.0,12.0,14.0,500.0,64.0,-1.9,1027.9,-18.9,0.0,1,1.5
9.0,15.0,13.0,22.0,500.0,57.0,-2.4,1028.3,-19.3,0.0,1,2.6
11.0,16.0,16.0,25.0,600.0,54.0,-2.0,1028.3,-19.0,0.0,4,1.5
10.0,23.0,16.0,26.0,600.0,55.0,-0.5,1028.4,-19.7,0.0,1,3.2
16.0,26.0,15.0,27.0,700.0,55.0,-0.1,1028.1,-19.3,0.0,4,2.9
14.0,21.0,14.0,14.0,500.0,70.0,1.1,1028.2,-18.9,0.0,5,2.6
10.0,32.0,11.0,11.0,400.0,75.0,2.8,1027.2,-19.9,0.0,3,2.4
12.0,13.0,12.0,10.0,400.0,78.0,3.2,1025.7,-20.3,0.0,3,3.0
11.0,11.0,11.0,10.0,400.0,82.0,3.3,1024.6,-20.2,0.0,3,4.5
8.0,18.0,13.0,10.0,300.0,83.0,4.0,1024.1,-20.4,0.0,3,2.8
12.0,18.0,16.0,14.0,400.0,80.0,3.7,1023.9,-19.9,0.0,5,2.1
14.0,22.0,18.0,18.0,500.0,77.0,2.8,1024.1,-18.6,0.0,0,1.8
18.0,32.0,21.0,26.0,600.0,69.0,0.9,1024.8,-18.5,0.0,1,1.1
11.0,20.0,17.0,25.0,400.0,72.0,3.1,1025.4,-20.4,0.0,7,3.6
14.0,32.0,19.0,23.0,500.0,69.0,2.6,1026.0,-19.4,0.0,6,2.5
12.0,22.0,17.0,20.0,500.0,71.0,1.8,1026.4,-19.4,0.0,6,3.0
11.0,24.0,19.0,20.0,500.0,71.0,1.3,1026.7,-18.1,0.0,3,2.3
13.0,24.0,21.0,17.0,600.0,72.0,0.9,1027.0,-17.0,0.0,5,2.6
14.0,21.0,16.0,12.0,500.0,76.0,0.6,1027.1,-17.2,0.0,3,1.7
10.0,13.0,13.0,10.0,500.0,74.0,0.4,1026.9,-17.4,0.0,3,2.7
11.0,17.0,9.0,13.0,400.0,66.0,0.0,1027.0,-17.3,0.0,6,2.1
11.0,20.0,9.0,13.0,500.0,66.0,-0.3,1026.9,-18.0,0.0,3,2.9
11.0,19.0,8.0,12.0,500.0,66.0,-1.1,1026.8,-18.2,0.0,6,2.9
11.0,19.0,8.0,12.0,400.0,68.0,-2.2,1027.0,-18.7,0.0,3,2.3
11.0,18.0,9.0,13.0,400.0,69.0,-2.5,1026.7,-19.4,0.0,6,2.9
11.0,18.0,9.0,20.0,500.0,64.0,-2.8,1027.1,-20.1,0.0,6,2.4
11.0,22.0,9.0,25.0,500.0,58.0,-2.9,1027.4,-20.2,0.0,6,2.5
9.0,30.0,6.0,18.0,500.0,67.0,-1.9,1027.6,-19.8,0.0,6,3.2
9.0,27.0,4.0,12.0,400.0,73.0,-1.0,1027.4,-20.1,0.0,3,4.2
10.0,54.0,4.0,8.0,400.0,77.0,-0.2,1027.4,-20.5,0.0,7,4.3
10.0,60.0,3.0,7.0,400.0,80.0,0.4,1026.8,-21.2,0.0,14,6.1
12.0,64.0,4.0,7.0,400.0,81.0,1.1,1026.2,-20.6,0.0,7,5.7
10.0,78.0,3.0,6.0,300.0,82.0,1.2,1026.0,-19.9,0.0,7,6.0
38.0,52.0,5.0,7.0,300.0,81.0,1.5,1025.4,-19.7,0.0,14,5.9
10.0,42.0,6.0,8.0,300.0,82.0,2.4,1025.0,-18.9,0.0,14,5.6
16.0,40.0,7.0,10.0,400.0,78.0,2.2,1025.2,-18.5,0.0,7,5.4
10.0,45.0,8.0,15.0,400.0,72.0,1.6,1025.6,-17.9,0.0,7,3.2
11.0,46.0,9.0,19.0,400.0,66.0,1.4,1026.1,-17.0,0.0,6,1.6
18.0,46.0,15.0,26.0,600.0,58.0,0.7,1026.5,-16.7,0.0,5,1.8
13.0,42.0,14.0,19.0,600.0,66.0,0.4,1027.4,-17.4,0.0,3,3.7
8.0,29.0,11.0,14.0,500.0,69.0,-0.4,1028.0,-17.6,0.0,5,3.2
14.0,31.0,12.0,18.0,500.0,63.0,-1.2,1027.9,-17.4,0.0,5,2.0
13.0,29.0,11.0,15.0,600.0,65.0,-1.3,1027.8,-17.5,0.0,6,1.6
11.0,24.0,7.0,10.0,500.0,69.0,-0.8,1027.6,-17.1,0.0,3,2.2
10.0,23.0,7.0,10.0,500.0,68.0,-1.6,1027.3,-17.0,0.0,1,1.4
9.0,19.0,8.0,8.0,500.0,69.0,-2.1,1027.0,-17.0,0.0,4,1.4
9.0,20.0,8.0,11.0,600.0,65.0,-3.4,1026.8,-16.4,0.0,4,1.6
11.0,24.0,8.0,28.0,600.0,47.0,-4.7,1026.7,-17.2,0.0,4,1.4
15.0,21.0,7.0,32.0,800.0,43.0,-5.6,1026.7,-16.8,0.0,1,1.6
13.0,24.0,6.0,52.0,800.0,22.0,-6.0,1026.8,-16.9,0.0,6,0.9
12.0,21.0,10.0,43.0,800.0,33.0,-5.8,1026.9,-16.1,0.0,13,1.2
14.0,25.0,11.0,26.0,700.0,53.0,-1.5,1027.3,-16.5,0.0,1,1.9
17.0,35.0,13.0,26.0,800.0,56.0,1.3,1027.6,-17.1,0.0,2,0.9
10.0,18.0,5.0,12.0,500.0,73.0,3.4,1027.0,-19.4,0.0,3,2.5
16.0,22.0,5.0,18.0,700.0,71.0,4.1,1026.2,-18.2,0.0,12,3.2
5.0,8.0,2.0,8.0,400.0,83.0,4.7,1025.2,-18.3,0.0,15,3.0
13.0,16.0,5.0,9.0,500.0,85.0,5.7,1024.0,-19.0,0.0,13,2.6
8.0,8.0,5.0,6.0,400.0,89.0,6.3,1023.1,-18.5,0.0,13,2.9
13.0,16.0,6.0,7.0,400.0,91.0,6.4,1022.5,-20.1,0.0,7,3.2
9.0,16.0,7.0,9.0,400.0,88.0,6.2,1022.1,-19.4,0.0,14,2.9
8.0,19.0,8.0,20.0,500.0,77.0,4.9,1022.1,-18.9,0.0,13,2.1
14.0,32.0,10.0,53.0,700.0,42.0,2.7,1022.3,-17.5,0.0,15,1.8
59.0,88.0,23.0,59.0,1100.0,48.0,0.9,1022.5,-17.0,0.0,13,0.9
39.0,48.0,16.0,55.0,1000.0,33.0,-2.5,1022.3,-15.9,0.0,2,0.9
52.0,64.0,16.0,60.0,1100.0,23.0,-3.0,1021.9,-15.7,0.0,0,0.6
57.0,72.0,15.0,74.0,1300.0,7.0,-3.6,1021.5,-15.3,0.0,4,0.7
63.0,70.0,17.0,76.0,1500.0,7.0,-4.6,1021.2,-13.7,0.0,0,1.0
48.0,50.0,24.0,83.0,1800.0,7.0,-4.4,1020.5,-14.6,0.0,0,0.5
48.0,61.0,23.0,80.0,1900.0,6.0,-5.0,1020.0,-14.9,0.0,2,0.4
47.0,49.0,27.0,72.0,1700.0,11.0,-5.8,1019.5,-13.9,0.0,0,1.3
51.0,61.0,36.0,72.0,2000.0,11.0,-5.9,1018.7,-14.2,0.0,4,0.2
58.0,69.0,36.0,52.0,2000.0,24.0,-6.8,1018.2,-14.6,0.0,0,0.7
41.0,59.0,25.0,37.0,1500.0,39.0,-6.0,1017.7,-15.3,0.0,4,1.0
40.0,64.0,29.0,38.0,1500.0,38.0,-7.2,1017.6,-15.2,0.0,4,0.2
41.0,70.0,39.0,41.0,1700.0,37.0,-5.7,1017.9,-14.5,0.0,0,1.0
43.0,81.0,41.0,39.0,1700.0,41.0,0.0,1018.0,-13.7,0.0,2,0.8
42.0,74.0,28.0,28.0,1300.0,57.0,3.0,1017.6,-14.7,0.0,6,1.5
33.0,51.0,19.0,23.0,1000.0,67.0,4.7,1017.0,-16.4,0.0,13,2.2
22.0,28.0,11.0,15.0,700.0,78.0,6.5,1015.8,-17.6,0.0,7,3.1
17.0,28.0,8.0,12.0,500.0,83.0,7.2,1014.4,-17.8,0.0,15,3.2
13.0,30.0,7.0,8.0,400.0,90.0,7.8,1013.6,-19.0,0.0,7,3.2
19.0,47.0,10.0,8.0,400.0,91.0,7.6,1013.1,-19.1,0.0,7,5.5
24.0,54.0,12.0,10.0,400.0,90.0,7.2,1013.1,-18.6,0.0,14,4.3
23.0,60.0,15.0,14.0,500.0,86.0,7.2,1013.0,-17.8,0.0,14,3.5
21.0,62.0,13.0,20.0,500.0,79.0,6.6,1013.0,-18.3,0.0,13,2.4
16.0,70.0,10.0,19.0,500.0,79.0,6.9,1013.2,-18.8,0.0,14,5.0
32.0,99.0,11.0,14.0,400.0,83.0,5.7,1013.0,-19.8,0.0,7,1.4
38.0,101.0,17.0,34.0,500.0,59.0,4.7,1013.1,-19.1,0.0,14,1.5
44.0,102.0,18.0,33.0,500.0,58.0,1.0,1012.8,-16.9,0.0,15,0.7
61.0,124.0,23.0,52.0,600.0,37.0,-1.9,1011.9,-16.4,0.0,4,0.9
152.0,230.0,57.0,79.0,1000.0,8.0,-1.5,1011.3,-16.1,0.0,12,0.2
494.0,637.0,192.0,86.0,1400.0,7.0,-1.7,1010.5,-15.2,0.0,15,1.5
898.0,637.0,341.0,92.0,1900.0,10.0,-1.6,1009.9,-15.1,0.0,12,1.1
713.0,884.0,229.0,91.0,2100.0,10.0,-2.6,1008.8,-14.4,0.0,13,0.6
615.0,762.0,190.0,90.0,2500.0,10.0,-2.5,1008.6,-14.6,0.0,1,1.1
585.0,722.0,157.0,86.0,3200.0,8.0,-3.0,1008.2,-14.4,0.0,4,0.7
577.0,693.0,151.0,84.0,3700.0,9.0,-3.7,1008.0,-13.4,0.0,1,1.3
544.0,666.0,134.0,79.0,4400.0,9.0,-3.9,1008.2,-13.8,0.0,11,1.0
374.0,501.0,89.0,55.0,2800.0,30.0,4.8,1008.8,-12.7,0.0,14,4.2
37.0,101.0,15.0,10.0,600.0,72.0,6.7,1009.8,-13.6,0.0,7,5.6
16.0,76.0,8.0,7.0,500.0,77.0,7.4,1010.4,-14.2,0.0,7,4.1
16.0,75.0,6.0,6.0,500.0,79.0,8.3,1011.1,-14.7,0.0,7,4.0
12.0,39.0,6.0,6.0,400.0,81.0,8.8,1011.0,-15.0,0.0,14,4.7
30.0,30.0,7.0,5.0,400.0,83.0,9.6,1010.6,-15.1,0.0,7,3.6
17.0,17.0,9.0,5.0,400.0,85.0,10.1,1010.5,-15.4,0.0,14,4.1
19.0,23.0,10.0,5.0,400.0,87.0,10.6,1010.6,-16.8,0.0,14,5.3
16.0,35.0,11.0,6.0,300.0,86.0,10.7,1010.9,-14.9,0.0,7,4.2
7.0,28.0,11.0,7.0,300.0,84.0,10.5,1011.2,-13.6,0.0,14,4.0
9.0,23.0,12.0,9.0,400.0,79.0,9.2,1012.0,-15.4,0.0,5,1.7
9.0,23.0,13.0,18.0,400.0,68.0,5.3,1012.8,-14.8,0.0,1,1.2
22.0,24.0,20.0,33.0,600.0,50.0,7.0,1013.4,-13.3,0.0,6,1.1
45.0,60.0,29.0,62.0,800.0,19.0,6.7,1014.2,-13.0,0.0,5,1.4
42.0,60.0,24.0,31.0,800.0,50.0,6.4,1015.1,-11.8,0.0,6,1.6
49.0,67.0,29.0,35.0,700.0,44.0,6.5,1015.5,-12.2,0.0,6,1.4
21.0,29.0,22.0,15.0,600.0,67.0,3.5,1016.0,-11.7,0.0,2,1.8
23.0,31.0,23.0,25.0,900.0,54.0,1.8,1016.3,-11.0,0.0,3,0.8
35.0,48.0,26.0,45.0,1200.0,27.0,-0.3,1016.8,-11.1,0.0,0,1.5
33.0,41.0,23.0,45.0,1100.0,25.0,-0.3,1017.0,-9.7,0.0,1,1.4
26.0,36.0,21.0,52.0,1100.0,25.0,-1.6,1017.4,-10.9,0.0,12,0.1
20.0,20.0,17.0,45.0,1000.0,30.0,-2.9,1017.4,-11.4,0.0,0,0.7
19.0,19.0,12.0,38.0,900.0,37.0,-2.8,1017.9,-12.0,0.0,4,1.2
15.0,16.0,9.0,32.0,800.0,42.0,-2.0,1018.6,-12.9,0.0,4,1.5
13.0,18.0,11.0,30.0,700.0,44.0,-1.2,1019.4,-13.1,0.0,1,1.2
16.0,24.0,10.0,35.0,800.0,39.0,1.0,1020.1,-12.8,0.0,1,1.4
16.0,23.0,9.0,32.0,800.0,44.0,3.8,1020.5,-12.2,0.0,4,0.8
23.0,28.0,10.0,36.0,900.0,45.0,5.4,1020.0,-12.1,0.0,0,1.4
31.0,38.0,13.0,39.0,1000.0,49.0,7.6,1019.1,-12.3,0.0,9,1.3
47.0,47.0,17.0,53.0,1300.0,42.0,9.2,1018.0,-13.3,0.0,8,2.3
49.0,49.0,27.0,38.0,1300.0,72.0,10.3,1016.7,-13.7,0.0,8,2.4
35.0,35.0,20.0,17.0,900.0,98.0,10.7,1015.9,-14.2,0.0,12,2.8
44.0,54.0,18.0,16.0,1000.0,111.0,10.6,1015.5,-14.2,0.0,8,2.7
56.0,73.0,19.0,23.0,1100.0,111.0,9.8,1015.3,-14.2,0.0,11,2.4
77.0,103.0,24.0,38.0,1200.0,99.0,8.4,1015.4,-13.3,0.0,10,1.2
84.0,110.0,29.0,51.0,1500.0,79.0,7.4,1015.8,-13.0,0.0,9,2.0
75.0,99.0,35.0,56.0,1600.0,55.0,5.8,1016.0,-12.8,0.0,9,1.7
47.0,58.0,36.0,51.0,1100.0,43.0,4.5,1016.1,-13.9,0.0,9,1.4
61.0,76.0,42.0,68.0,1200.0,26.0,2.8,1016.3,-14.4,0.0,2,0.9
64.0,75.0,36.0,76.0,1300.0,14.0,-0.1,1016.5,-13.1,0.0,1,1.3
67.0,71.0,36.0,77.0,1600.0,9.0,-2.0,1016.6,-12.1,0.0,1,1.3
76.0,84.0,40.0,74.0,2400.0,8.0,-2.4,1016.1,-12.2,0.0,2,0.9
83.0,83.0,41.0,68.0,2300.0,11.0,-2.7,1016.2,-12.0,0.0,4,1.2
81.0,81.0,39.0,70.0,2000.0,10.0,-3.1,1015.6,-12.1,0.0,1,0.5
84.0,84.0,36.0,71.0,1900.0,8.0,-3.6,1014.8,-11.3,0.0,12,0.4
87.0,87.0,45.0,74.0,2400.0,9.0,-4.3,1014.6,-12.2,0.0,4,0.2
97.0,97.0,48.0,73.0,2800.0,8.0,-4.6,1014.5,-12.1,0.0,9,0.6
96.0,96.0,44.0,70.0,2900.0,7.0,-4.2,1014.5,-11.7,0.0,4,1.9
86.0,86.0,45.0,67.0,2600.0,8.0,-3.5,1015.0,-11.3,0.0,1,1.4
80.0,80.0,47.0,59.0,2200.0,17.0,1.0,1015.1,-11.1,0.0,4,0.9
79.0,85.0,57.0,56.0,2300.0,26.0,3.2,1015.3,-12.3,0.0,1,1.3
77.0,77.0,51.0,54.0,2200.0,34.0,4.9,1015.1,-12.1,0.0,2,1.4
68.0,68.0,54.0,50.0,2400.0,43.0,6.0,1014.2,-12.6,0.0,1,2.2
77.0,77.0,72.0,53.0,3100.0,49.0,7.0,1013.2,-12.2,0.0,0,2.0
90.0,90.0,86.0,57.0,3500.0,55.0,8.1,1012.2,-12.4,0.0,2,2.0
109.0,110.0,96.0,61.0,3700.0,58.0,8.7,1011.8,-12.5,0.0,0,1.7
116.0,124.0,90.0,59.0,4000.0,63.0,8.5,1011.7,-12.1,0.0,2,1.7
120.0,140.0,85.0,65.0,4100.0,59.0,7.8,1011.8,-11.0,0.0,0,1.2
120.0,146.0,80.0,83.0,4300.0,39.0,4.9,1012.3,-10.4,0.0,0,0.6
122.0,144.0,75.0,86.0,4000.0,30.0,2.8,1012.9,-9.8,0.0,1,0.6
126.0,151.0,68.0,96.0,3900.0,13.0,2.3,1013.2,-8.7,0.0,4,0.6
139.0,171.0,73.0,104.0,4200.0,6.0,2.1,1013.6,-7.5,0.0,1,1.1
174.0,208.0,96.0,103.0,4400.0,7.0,1.4,1013.9,-7.9,0.0,9,0.2
197.0,211.0,119.0,102.0,5200.0,9.0,0.3,1013.6,-7.7,0.0,4,1.0
206.0,214.0,132.0,102.0,6200.0,12.0,0.0,1013.7,-7.3,0.0,2,0.8
212.0,223.0,137.0,104.0,6100.0,11.0,0.8,1013.3,-6.5,0.0,5,0.4
205.0,216.0,101.0,100.0,6200.0,10.0,1.1,1013.3,-5.6,0.0,7,0.3
198.0,202.0,103.0,99.0,6000.0,10.0,0.7,1013.1,-4.9,0.0,2,0.8
190.0,194.0,107.0,100.0,6000.0,10.0,0.9,1012.4,-4.3,0.0,0,0.8
191.0,199.0,97.0,94.0,5900.0,10.0,1.3,1012.4,-4.6,0.0,0,1.5
198.0,211.0,94.0,90.0,6400.0,10.0,2.0,1012.1,-5.9,0.0,4,0.9
220.0,242.0,90.0,83.0,6600.0,10.0,2.1,1012.9,-6.0,0.0,10,0.8
199.0,266.0,58.0,71.0,5000.0,7.0,3.4,1013.2,-1.6,0.0,1,1.5
162.0,218.0,39.0,59.0,3200.0,8.0,3.5,1013.6,1.7,0.0,4,0.2
161.0,207.0,30.0,61.0,3200.0,4.0,3.7,1013.5,2.2,0.0,0,0.3
166.0,195.0,36.0,63.0,3400.0,6.0,4.2,1013.4,2.7,0.0,9,0.3
161.0,198.0,40.0,57.0,2900.0,10.0,4.8,1012.8,-4.2,0.0,1,1.1
173.0,184.0,46.0,65.0,3700.0,9.0,5.7,1012.2,-1.7,0.0,6,0.5
168.0,191.0,44.0,57.0,3400.0,13.0,5.9,1011.4,0.2,0.0,14,1.2
162.0,162.0,46.0,53.0,3400.0,18.0,6.4,1010.9,1.5,0.0,14,1.1
146.0,146.0,43.0,45.0,2700.0,27.0,6.3,1011.1,1.0,0.0,11,0.4
120.0,120.0,40.0,28.0,1900.0,48.0,6.3,1011.5,1.2,0.0,12,0.9
113.0,113.0,31.0,39.0,2000.0,36.0,5.7,1012.0,1.0,0.0,3,0.6
143.0,143.0,29.0,67.0,3200.0,3.0,5.1,1012.5,1.0,0.0,1,0.5
131.0,131.0,27.0,64.0,2800.0,6.0,4.8,1012.5,0.7,0.0,7,0.7
100.0,100.0,23.0,42.0,1800.0,35.0,5.3,1012.6,1.6,0.0,4,0.7
83.0,83.0,18.0,29.0,1300.0,48.0,5.0,1012.6,1.5,0.0,8,0.5
72.0,72.0,16.0,22.0,1100.0,59.0,4.8,1012.7,1.6,0.0,9,0.0
81.0,81.0,13.0,22.0,1200.0,55.0,5.0,1012.6,2.0,0.0,4,1.2
102.0,102.0,14.0,43.0,1900.0,29.0,5.1,1012.5,1.8,0.0,0,0.8
126.0,126.0,21.0,55.0,2700.0,15.0,4.9,1012.5,1.7,0.0,0,0.8
128.0,128.0,22.0,55.0,2800.0,14.0,4.9,1012.4,-0.3,0.0,4,1.2
176.0,176.0,22.0,68.0,4000.0,6.0,2.6,1012.1,-2.3,0.0,1,1.5
159.0,159.0,25.0,51.0,3200.0,19.0,0.8,1012.0,-3.5,0.0,0,0.5
